3.74	1.69644	8.11349	9.80994
3.75	1.87876	7.93116	9.80992
3.76	2.06964	7.74027	9.80991
3.77	2.26885	7.54104	9.80989
3.78	2.47613	7.33374	9.80987
3.79	2.69119	7.11865	9.80985
3.8	2.9137	6.89612	9.80982
3.81	3.14328	6.66651	9.80979
3.82	3.37951	6.43025	9.80976
3.83	3.62193	6.18779	9.80972
3.84	3.87004	5.93965	9.80968
3.85	4.12326	5.68638	9.80964
3.86	4.381	5.4286	9.8096
3.87	4.6426	5.16695	9.80955
3.88	4.90735	4.90215	9.8095
3.89	5.17448	4.63496	9.80944
3.9	5.4432	4.36618	9.80938
3.91	5.71265	4.09667	9.80932
3.92	5.98192	3.82733	9.80925
3.93	6.25007	3.55911	9.80918
3.94	6.51612	3.29299	9.80911
3.95	6.77905	3.02999	9.80904
3.96	7.0378	2.77116	9.80896
3.97	7.29132	2.51757	9.80889
3.98	7.5385	2.27032	9.80881
3.99	7.77825	2.03049	9.80874
4	8.00946	1.7992	9.80866
4.01	8.23105	1.57753	9.80858
4.02	8.44194	1.36657	9.80851
4.03	8.64107	1.16737	9.80844
4.04	8.82741	0.98096	9.80837
4.05	9	0.808304	9.80831
4.06	9.15792	0.65033	9.80825
4.07	9.3003	0.507898	9.80819
4.08	9.42635	0.381796	9.80814
4.09	9.53537	0.272733	9.8081
4.1	9.62674	0.181327	9.80807
4.11	9.69993	0.108106	9.80804
4.12	9.75452	0.0534917	9.80801
4.13	9.79019	0.0178042	9.808
4.14	9.80674	0.00125215	9.80799
4.15	9.80406	0.0039329	9.80799
4.16	9.78217	0.0258307	9.808
4.17	9.7412	0.0668168	9.80802
4.18	9.68139	0.126652	9.80804
4.19	9.60309	0.204986	9.80807
4.2	9.50675	0.301368	9.80811
4.21	9.39291	0.415245	9.80816
4.22	9.26224	0.545971	9.80821
4.23	9.11545	0.692815	9.80827
4.24	8.95336	0.854969	9.80833
4.25	8.77684	1.03155	9.80839
4.26	8.58683	1.22163	9.80846
4.27	8.38432	1.42421	9.80853
4.28	8.17035	1.63826	9.80861
4.29	7.94597	1.86271	9.80868
4.3	7.71226	2.0965	9.80876
4.31	7.47033	2.3385	9.80883
4.32	7.22128	2.58763	9.80891
4.33	6.96619	2.84279	9.80899
4.34	6.70617	3.10289	9.80906
4.35	6.44227	3.36686	9.80913
4.36	6.17553	3.63367	9.8092
4.37	5.90697	3.9023	9.80927
4.38	5.63756	4.17177	9.80933
4.39	5.36823	4.44117	9.8094
4.4	5.09986	4.70959	9.80945
4.41	4.83331	4.9762	9.80951
4.42	4.56937	5.24019	9.80956
4.43	4.30878	5.50083	9.80961
4.44	4.05223	5.75742	9.80965
4.45	3.80038	6.00932	9.8097
4.46	3.5538	6.25593	9.80973
4.47	3.31306	6.49671	9.80977
4.48	3.07863	6.73117	9.8098
4.49	2.85098	6.95884	9.80983
4.5	2.63052	7.17934	9.80985
4.51	2.41759	7.39229	9.80988
4.52	2.21252	7.59737	9.80989
4.53	2.01561	7.7943	9.80991
4.54	1.8271	7.98283	9.80993
4.55	1.6472	8.16274	9.80994
4.56	1.47611	8.33384	9.80995
4.57	1.31399	8.49597	9.80996
4.58	1.16097	8.649	9.80997
4.59	1.01717	8.79281	9.80998
4.6	0.882675	8.92731	9.80998
4.61	0.75757	9.05241	9.80998
4.62	0.641915	9.16807	9.80999
4.63	0.535758	9.27423	9.80999
4.64	0.439137	9.37086	9.80999
4.65	0.352081	9.45791	9.80999
4.66	0.27461	9.53538	9.81
4.67	0.20674	9.60326	9.81
4.68	0.14848	9.66152	9.81
4.69	0.099837	9.71016	9.81
4.7	0.0608141	9.74918	9.81
4.71	0.0314136	9.77858	9.81
4.72	0.0116363	9.79836	9.81
4.73	0.00148262	9.80851	9.81
4.74	0.00095249	9.80904	9.81
4.75	0.010046	9.79995	9.81
4.76	0.028763	9.78123	9.81
4.77	0.0571033	9.75289	9.81
4.78	0.0950662	9.71493	9.81
4.79	0.14265	9.66735	9.81
4.8	0.19985	9.61015	9.81
4.81	0.266662	9.54333	9.81
4.82	0.343076	9.46692	9.80999
4.83	0.429076	9.38092	9.80999
4.84	0.524645	9.28535	9.80999
4.85	0.629753	9.18024	9.80999
4.86	0.744364	9.06562	9.80999
4.87	0.868431	8.94155	9.80998
4.88	1.00189	8.80808	9.80998
4.89	1.14467	8.66529	9.80997
4.9	1.29668	8.51328	9.80996
4.91	1.45781	8.35214	9.80995
4.92	1.62792	8.18202	9.80994
4.93	1.80685	8.00308	9.80993
4.94	1.99443	7.81549	9.80991
4.95	2.19043	7.61947	9.8099
4.96	2.3946	7.41527	9.80988
4.97	2.60668	7.20317	9.80986
4.98	2.82634	6.98349	9.80983
4.99	3.05321	6.75659	9.8098
5	3.28691	6.52286	9.80977
5.01	3.52698	6.28275	9.80974
5.02	3.77294	6.03676	9.8097
